provider_id,provider_name,provider_type,specialty,cedula_profesional,tax_id,street_address,city,state,zip_code,phone,email,network_tier,contract_start_date,contract_end_date,is_accepting_patients,quality_rating
PRV00190,Dr. Marcela Ramírez Viera,Individual,Oncology,31832258,QOXJ1212279JR,"Cerrada Norte Macías 354 Edif. 707 , Depto. 074",Vieja Yemen,MOR,83244-7181,(579)147-7022x659,herreraitzel@example.org,Tier 2 - Standard,2015-12-11,2020-12-09,True,3.7
PRV00191,Proyectos Saiz-Ramos - Nueva Kirguistán,Clinic,Urgent Care Clinic,,DIKN06112712U,"Callejón Jalisco 511 Edif. 458 , Depto. 860",Nueva Kirguistán,AGS,10590-7349,(141)167-2269,ltejada@example.com,Tier 1 - Preferred,2017-12-02,2022-12-01,True,4.4
PRV00192,Dr. Adalberto Domínguez Miranda,Individual,Rheumatology,73457571,SIDG210820EG5,Ampliación Benin 923 860,Vieja San Marino,QROO,32505-4030,745-709-3632x5865,xleiva@example.org,Tier 2 - Standard,2019-09-22,2021-09-21,True,
PRV00193,Feliciano y Rosado A.C. - San Citlali de la Montaña,Hospital,General Hospital,,FAID131111RXW,Boulevard Fiji 344 770,San Citlali de la Montaña,DGO,59431,+34(7)5761503766,ncuriel@example.net,Tier 2 - Standard,2018-09-20,2023-09-19,True,4.9
PRV00194,Medina-Carranza - San Alma de la Montaña,Imaging Center,MRI Center,,FEKG0910086V9,Callejón Nuevo León 579 472,San Alma de la Montaña,TLAX,05338-1585,874-151-6914,,Tier 2 - Standard,2017-10-07,2021-10-06,False,4.3
PRV00195,Dr. Gloria Meléndez Rivero,Individual,Family Medicine,74643429,HUCB8001314FG,Pasaje Norte Alfaro 834 944,Nueva Egipto,AGS,43236,359-009-2120,luisa96@example.org,Tier 2 - Standard,2017-05-27,2018-05-27,True,3.5
PRV00196,"Rodarte, Montaño y Carrasco - Nueva Alemania",Hospital,General Hospital,,WEQZ6705069GK,"Circunvalación Guerrero 537 Edif. 716 , Depto. 348",Nueva Alemania,MOR,94855-6008,(079)162-2477,,Tier 2 - Standard,2020-11-09,2022-11-09,True,4.9
PRV00197,Rodríguez A.C. - San Micaela los altos,Clinic,Walk-in Clinic,,KIKL281124CUJ,Periférico Norte Santillán 245 Interior 397,San Micaela los altos,AGS,62632,786-269-8433x86423,uorta@example.net,Out of Network,2019-04-20,2020-04-19,True,4.6
PRV00198,Dr. Victoria Cano Alarcón,Individual,Pediatrics,89238730,NUAZ710823Y6I,Calle Sur Serna 179 Interior 707,Tehuacán,PUE,64290-1753,1-412-421-1021,wilfridobaeza@example.com,Tier 2 - Standard,2022-08-07,2023-08-07,True,3.1
PRV00199,Dr. Anabel Roldán Núñez,Individual,OB/GYN,32253314,YUPG120629TDR,Diagonal Distrito Federal 942 999,Coatzacoalcos,VER,34708,(598)956-7295x81816,cortesmarcela@example.com,Tier 1 - Preferred,2016-06-06,2018-06-06,True,4.3
PRV00200,Dr. Ignacio Arevalo Collazo,Individual,Pediatrics,79869650,BONR811221IGN,"Corredor Haití 476 Edif. 559 , Depto. 042",Puebla,PUE,92720-2587,1-133-021-1964x5539,aida55@example.org,Out of Network,2016-11-12,2019-11-12,True,
PRV00201,"Club Zúñiga, Ochoa y Rivera - San Pedro Garza García",Laboratory,Clinical Laboratory,,PAPA2401126WF,"Calle Guanajuato 840 Edif. 163 , Depto. 975",San Pedro Garza García,NL,68921,052-709-6178x11147,rinconraquel@example.com,Tier 1 - Preferred,2022-03-17,2026-03-16,True,
PRV00202,Dr. Gabriela Chacón Cintrón,Individual,Gastroenterology,67458043,HUBZ1105166GV,"Cerrada Abreu 796 Edif. 702 , Depto. 983",Nueva Swazilandia,BCS,18979-2395,044-082-9395,hgomez@example.net,Out of Network,2021-04-07,2026-04-06,True,4.0
PRV00203,Sauceda y Lebrón e Hijos - Zapopan,Laboratory,Diagnostic Lab,,OIVG320328LDH,Prolongación Oaxaca 760 089,Zapopan,JAL,93283-0680,(883)282-6376,zvalencia@example.net,Tier 1 - Preferred,2024-01-17,2026-01-16,True,
PRV00204,Negrete y Vallejo e Hijos - San Rubén los bajos,Clinic,Multi-Specialty Clinic,,SOPI7906077ZC,Peatonal Letonia 302 081,San Rubén los bajos,TLAX,59966,282-903-2646x9477,eric18@example.com,Tier 2 - Standard,2024-01-27,2026-01-26,True,3.5
PRV00205,Despacho Avilés-Roque - San Martín Texmelucan,Pharmacy,Retail Pharmacy,,XUET330807T78,"Avenida Norte Bustamante 814 Edif. 808 , Depto. 443",San Martín Texmelucan,PUE,71036-7496,03928924209,munizrosa@example.org,Tier 2 - Standard,2023-08-22,2024-08-21,True,3.0
PRV00206,Despacho Gurule y Ceballos - San Jorge los bajos,Laboratory,Pathology Lab,,HIHV050811V1G,Continuación Mota 149 693,San Jorge los bajos,QROO,17374,1-232-140-6512x5261,oquendocristobal@example.org,Tier 1 - Preferred,2018-11-22,2020-11-21,True,3.7
PRV00207,Dr. Irma Arredondo Rocha,Individual,Oncology,68429475,XURV310210HVH,Avenida Norte Esquibel 283 108,Celaya,GTO,19010,00652502352,,Tier 2 - Standard,2022-05-19,2024-05-18,True,
PRV00208,Dr. Susana Casanova Jimínez,Individual,Oncology,48889074,ZISP130912BZY,"Boulevard Reséndez 963 Edif. 817 , Depto. 167",Celaya,GTO,08759-3936,778.740.9924x164,oroybal@example.org,Out of Network,2019-08-22,2020-08-21,True,3.2
PRV00209,Dr. Estela Tamayo Escamilla,Individual,Cardiology,39116007,KOTC020219LK7,"Continuación Norte Guzmán 042 Edif. 051 , Depto. 516",Veracruz,VER,02423-0012,313-912-2156x74821,agustinmenendez@example.net,Tier 2 - Standard,2016-11-27,2021-11-26,True,4.5
PRV00210,Dr. Juana Irizarry Ceballos,Individual,Radiology,88899005,IUER110309QEO,Eje vial Valdés 756 Interior 069,San Abel los bajos,TLAX,30364-1588,1-652-282-2343x6293,,Tier 1 - Preferred,2024-01-02,2028-12-31,True,
PRV00211,Dr. María Sauceda Fuentes,Individual,Family Medicine,40025790,WUMN1212168V4,"Periférico Norte Griego 244 Edif. 134 , Depto. 924",Vieja Tuvalu,MICH,37838-5886,(402)149-7511x6085,reinaaguirre@example.com,Tier 2 - Standard,2022-06-05,2025-06-04,True,4.1
PRV00212,Dr. Luis Chavarría Escobar,Individual,Cardiology,16947981,NIWV091011I8F,"Continuación Rivas 658 Edif. 124 , Depto. 912",Nueva Benin,CAMP,98708-8323,(914)935-4870x051,riojasdaniela@example.com,Tier 1 - Preferred,2020-09-04,2024-09-03,True,3.4
PRV00213,Dr. Jorge Alonzo Olivares,Individual,Rheumatology,45643087,YEGK4808151H8,Circuito Robledo 661 Interior 067,Nueva Tuvalu,MOR,68271,(828)376-2604,,Tier 2 - Standard,2017-05-03,2019-05-03,False,3.5
PRV00214,Alcaraz-Tijerina A.C. - Naucalpan,Hospital,General Hospital,,TUJI260325HLB,"Privada Mauricio 272 Edif. 146 , Depto. 123",Naucalpan,MEX,27321,075.166.3814x360,escobarramon@example.net,Tier 1 - Preferred,2019-09-26,2022-09-25,True,4.5
PRV00215,Dr. Citlali Roybal Regalado,Individual,Neurology,05556648,GIAB190406R7Z,Continuación Hidalgo 959 Interior 222,Puebla,PUE,05909-6267,575-408-5900x798,timoteocedillo@example.net,Tier 1 - Preferred,2016-09-19,2017-09-19,True,3.7
PRV00216,"Grupo Miramontes, Lemus y Melgar - San María Cristina los altos",Laboratory,Pathology Lab,,BOFQ530719LTI,Calzada Riojas 001 Interior 524,San María Cristina los altos,BCS,94101-0837,1-827-018-0993x295,ramirezluis@example.org,Out of Network,2018-12-05,2019-12-05,True,
PRV00217,Industrias Serrato y Salcedo - Nueva Somalia,Clinic,Urgent Care Clinic,,NAEG120823CK8,Andador México 054 249,Nueva Somalia,NAY,30597-4591,328.002.1625,,Tier 1 - Preferred,2020-05-25,2022-05-25,True,
PRV00218,Dr. Irma Baeza Puente,Individual,Radiology,09337571,MEAG170616F70,Corredor Rosales 390 Interior 635,Valladolid,YUC,37873-3302,+18(6)4031051745,valdiviaemiliano@example.net,Out of Network,2021-09-29,2024-09-28,True,
PRV00219,Galindo y Carmona e Hijos - Nueva Mongolia,Hospital,Children's Hospital,,IUPZ140409519,Continuación Sur Menchaca 364 079,Nueva Mongolia,SIN,68127,04650851647,edavila@example.net,Tier 2 - Standard,2018-07-13,2022-07-12,True,
PRV00220,Dr. Alejandra Gonzales Muro,Individual,Ophthalmology,91780163,SEFK150109HNM,"Cerrada Sur Cintrón 866 Edif. 844 , Depto. 759",Tlalpan,CDMX,96858-5333,+67(0)2028609343,,Out of Network,2022-12-31,2024-12-30,True,
PRV00221,"Cornejo, Zambrano y Amaya - Santa Catarina",Imaging Center,Diagnostic Imaging,,NEYK18071942Z,"Pasaje Sinaloa 115 Edif. 919 , Depto. 601",Santa Catarina,NL,21223-3907,1-652-229-4467x433,telloporfirio@example.net,Tier 2 - Standard,2015-12-11,2020-12-09,True,
PRV00222,Dr. Jaqueline Gutiérrez Vergara,Individual,Family Medicine,66002637,MONG6803299D1,Circuito Vergara 121 Interior 460,Ciudad de México,CDMX,24660,(133)629-1083x386,lucas55@example.com,Tier 1 - Preferred,2015-09-16,2020-09-14,True,3.1
PRV00223,Despacho Chapa y Montemayor - Coatzacoalcos,Laboratory,Pathology Lab,,IOVP0901260Q7,Pasaje Noruega 494 620,Coatzacoalcos,VER,17691-6509,085.509.1475x231,,Out of Network,2023-11-06,2027-11-05,True,4.7
PRV00224,"Alonso, Olivera y Alvarado - San Porfirio de la Montaña",Hospital,Children's Hospital,,SULU901106MOJ,Periférico Swazilandia 991 143,San Porfirio de la Montaña,MICH,92301-6359,809.405.4718x9329,dsanabria@example.net,Tier 1 - Preferred,2024-05-17,2028-05-16,True,
PRV00225,Dr. Reina Benavides Véliz,Individual,Dermatology,03613701,EECR360311IKY,Ampliación Sur Moya 865 075,Nueva Guatemala,TAMPS,99617,+91(7)2045350956,uribecarmen@example.net,Tier 2 - Standard,2015-09-05,2019-09-04,True,3.6
PRV00226,Dr. Ernesto Alemán Paz,Individual,Endocrinology,00564135,OOQO650423VIP,Corredor Yucatán 847 Interior 494,Nueva Afganistán,SIN,26822-5426,(314)149-3989x680,qpolanco@example.com,Tier 1 - Preferred,2024-02-05,2028-02-04,True,3.9
PRV00227,Proyectos Ocasio y Rodarte - Querétaro,Imaging Center,CT Scan Center,,DEFZ550421JFZ,Periférico Gastélum 676 Interior 968,Querétaro,QRO,88667-5372,652.546.2555,correabenito@example.org,Tier 1 - Preferred,2023-08-09,2027-08-08,True,
PRV00228,Regalado-Vera S.A. de C.V. - Santa Catarina,Laboratory,Pathology Lab,,JAPJ821220R2S,"Boulevard Baja California 561 Edif. 402 , Depto. 789",Santa Catarina,NL,35467,975.901.5893,eloisa89@example.org,Tier 2 - Standard,2021-03-30,2023-03-30,True,
PRV00229,Dr. Noemí Zedillo Garica,Individual,Radiology,91999720,MODS440809G53,Pasaje Israel 824 Interior 453,San Carolina de la Montaña,QROO,36704,497.554.7666,lucasde-la-rosa@example.net,Tier 1 - Preferred,2021-10-10,2026-10-09,False,
PRV00230,Dr. Víctor de la Crúz Hinojosa,Individual,Rheumatology,30803132,DUEN100320FHC,Callejón Henríquez 152 Interior 718,Zapopan,JAL,95906,056.251.7035x7737,wilfridocadena@example.net,Tier 2 - Standard,2022-12-10,2023-12-10,True,
PRV00231,Dr. Minerva Cantú Montañez,Individual,Infectious Disease,69552958,MOSC450611X66,Periférico Sur Bustamante 650 402,San Débora de la Montaña,CAMP,50548-1662,(114)527-6172,,Tier 1 - Preferred,2018-10-27,2020-10-26,True,4.5
PRV00232,Cotto-Dueñas - San Linda de la Montaña,Laboratory,Diagnostic Lab,,POZS130203QBP,Retorno Veracruz de Ignacio de la Llave 213 Interior 355,San Linda de la Montaña,NAY,73285-9723,(840)102-6933x353,vasquezevelio@example.com,Tier 2 - Standard,2015-11-13,2018-11-12,True,4.1
PRV00233,Laboratorios Sierra y Laboy - San Mateo los bajos,Laboratory,Diagnostic Lab,,KIMH2908239CB,Circuito Norte Casanova 782 889,San Mateo los bajos,SON,57035-9384,623.846.1220x36105,pulidocristian@example.net,Out of Network,2023-11-04,2024-11-03,False,4.3
PRV00234,Corporacin Amador y Saldivar - San José los bajos,Clinic,Urgent Care Clinic,,PUUT370428YDS,Peatonal Sur Rosado 740 266,San José los bajos,MOR,13626,(516)687-6245x10872,leonardo12@example.com,Tier 2 - Standard,2022-11-05,2023-11-05,True,3.7
PRV00235,Dr. José Carlos Limón Briseño,Individual,Dermatology,45727900,YORY240428AWM,Andador Seychelles 477 Interior 298,Apodaca,NL,45031-5698,940-064-2580x709,,Tier 2 - Standard,2016-01-16,2018-01-15,True,
PRV00236,"Rosario, Cordero y Escobedo - San Vicente los bajos",Laboratory,Pathology Lab,,IAQS52072845U,Ampliación Sur Corrales 775 917,San Vicente los bajos,GRO,54134,1-407-599-8686,emiliavalencia@example.net,Tier 1 - Preferred,2023-10-27,2024-10-26,True,4.1
PRV00237,Dr. Cristian Nazario Valdivia,Individual,Psychiatry,69594179,KUND690525V4M,"Circuito Carrera 023 Edif. 683 , Depto. 921",San Jacobo los bajos,TAB,07653-2430,151-743-3057x4618,,Tier 1 - Preferred,2022-05-01,2024-04-30,True,4.3
PRV00238,Ochoa-Narváez - Nueva Seychelles,Hospital,Women's Hospital,,EAAJ9204241SY,"Calle Longoria 410 Edif. 412 , Depto. 556",Nueva Seychelles,NAY,10861-2260,07389594899,alberto36@example.net,Tier 2 - Standard,2017-11-25,2019-11-25,True,
PRV00239,Dr. Yolanda Ocasio Zayas,Individual,Family Medicine,97710578,BALE751129S2U,"Pasaje Sur Valdés 664 Edif. 862 , Depto. 839",San Gabriela de la Montaña,BCS,04675-8122,355.045.2019x9786,cuellarpedro@example.org,Out of Network,2017-07-27,2020-07-26,True,3.9
PRV00240,Piña-Irizarry y Asociados - Naucalpan,Clinic,Urgent Care Clinic,,WAJX600814SW0,Viaducto Etiopía 787 Interior 741,Naucalpan,MEX,93976,(458)394-8235,dcollazo@example.org,Tier 1 - Preferred,2021-09-10,2025-09-09,True,4.5
PRV00241,Carmona-Sevilla - Ciudad de México,Pharmacy,Specialty Pharmacy,,AIPM590515GTI,"Eje vial Guanajuato 651 Edif. 618 , Depto. 944",Ciudad de México,CDMX,46777-7639,(886)971-5846x9175,roldaneduardo@example.com,Tier 2 - Standard,2022-09-15,2024-09-14,True,3.4
PRV00242,Dr. Zoé Bañuelos Espinosa,Individual,Infectious Disease,84284506,FOYI880101SHR,Boulevard El Salvador 558 Interior 535,San Anabel los bajos,TLAX,83651-7429,(863)540-2958x636,reinalaboy@example.net,Out of Network,2018-08-15,2020-08-14,True,3.4
PRV00243,Dr. Nadia Maldonado Castro,Individual,Infectious Disease,60924590,TIBB380829BXW,"Pasaje Curiel 973 Edif. 599 , Depto. 894",San Luis de la Montaña,MOR,99669-6579,916.201.3705x73573,,Tier 1 - Preferred,2024-07-01,2029-06-30,True,
PRV00244,Dr. Lourdes Zayas Valle,Individual,OB/GYN,04191621,NOGN15042005C,Calle Cuba 923 850,San María los altos,CHIH,09452,304-750-2655x5748,elvia16@example.org,Tier 2 - Standard,2016-04-17,2019-04-17,True,4.9
PRV00245,Estévez-Villagómez S. R.L. de C.V. - San Yolanda los bajos,Laboratory,Diagnostic Lab,,IALB35110839J,Calle Blanco 229 Interior 291,San Yolanda los bajos,CAMP,69943,(570)560-3994x128,susanaguerrero@example.org,Tier 2 - Standard,2021-02-20,2022-02-20,True,3.7
PRV00246,"Club Ordóñez, Rentería y Rocha - San Noemí los bajos",Laboratory,Clinical Laboratory,,MAQC1006309O9,Pasaje Djibouti 458 Interior 494,San Noemí los bajos,CHIH,48795-2904,485-508-9537x550,durandelia@example.com,Tier 1 - Preferred,2023-01-25,2025-01-24,True,
PRV00247,Dr. Leonardo Espinoza Lozano,Individual,OB/GYN,49537677,ZIXU090831D1N,"Calzada Tórrez 980 Edif. 462 , Depto. 744",Veracruz,VER,79465-4443,00973016903,cruzgabriela@example.net,Tier 2 - Standard,2020-11-17,2022-11-17,True,3.1
PRV00248,Medrano-Segura - San Juan del Río,Pharmacy,Specialty Pharmacy,,PECO501018R1F,Circunvalación Norte Lira 256 Interior 715,San Juan del Río,QRO,05656-3558,053.298.1178x22007,maria-elena07@example.net,Tier 1 - Preferred,2023-08-05,2025-08-04,True,4.0
PRV00249,Dr. Clara Aguilera Valle,Individual,Internal Medicine,05244964,BIQA2107289DB,"Prolongación Sur Miranda 580 Edif. 677 , Depto. 474",San Nancy los altos,CHIS,03398,+31(6)4820548121,,Tier 2 - Standard,2022-11-17,2024-11-16,True,
PRV00250,Dr. Arturo Merino Flores,Individual,OB/GYN,01705899,KUDW860610WYL,"Diagonal Nuevo León 594 Edif. 658 , Depto. 080",San Rodrigo de la Montaña,TAB,85206,07867885388,,Tier 2 - Standard,2019-06-19,2022-06-18,True,4.5
PRV00251,Dr. Carolina Lucero Villalpando,Individual,Orthopedics,19124126,IEVO830721L4E,Retorno Lemus 071 Interior 858,Xalapa,VER,96840-7935,(322)610-6837x6723,mvaldes@example.net,Tier 2 - Standard,2020-12-16,2024-12-15,True,
PRV00252,Dr. Silvano Orosco Valencia,Individual,Emergency Medicine,10588403,XUVV000225HWO,Peatonal Sur Camacho 462 318,Vieja Armenia,CHIS,39115-4769,439-000-6386x60915,,Tier 1 - Preferred,2021-10-05,2023-10-05,True,
PRV00253,Paredes-Serna S. R.L. de C.V. - Vieja Cuba,Laboratory,Clinical Laboratory,,IUEX280526N1I,"Ampliación Sur Nazario 354 Edif. 978 , Depto. 748",Vieja Cuba,MOR,58982-4670,+67(4)7045445521,icaballero@example.com,Tier 1 - Preferred,2024-03-13,2026-03-13,True,3.7
PRV00254,Grupo Vázquez-Iglesias - Vieja Bélgica,Pharmacy,Specialty Pharmacy,,BUEH760927UFC,"Peatonal Jáquez 137 Edif. 992 , Depto. 037",Vieja Bélgica,MOR,53461,051-554-6544,abrillovato@example.net,Tier 1 - Preferred,2018-12-11,2019-12-11,True,
PRV00255,Dr. Carla Matías Preciado,Individual,Oncology,71051690,COXX170110J9I,Viaducto Jaimes 808 Interior 399,San Teodoro de la Montaña,GRO,37755-4967,05335271852,antoniolemus@example.org,Tier 2 - Standard,2020-03-28,2025-03-27,True,
PRV00256,Grupo Ordóñez-Cintrón - San Marisol de la Montaña,Laboratory,Pathology Lab,,KEFG260224HEP,Continuación Croacia 532 Interior 439,San Marisol de la Montaña,SIN,07524-6749,1-262-632-6507x368,veronica59@example.net,Tier 1 - Preferred,2023-06-10,2028-06-08,True,4.3
PRV00257,Dr. Diana Valentín Baeza,Individual,Radiology,24855647,UELF990604IBO,Avenida Antigua y Barbuda 989 Interior 917,Nueva Gabón,SIN,21348-8122,+70(0)1815489156,rosariosaenz@example.net,Tier 2 - Standard,2020-02-27,2024-02-26,True,4.0
PRV00258,Cuellar y Escobar A.C. - Nueva Granada,Pharmacy,Retail Pharmacy,,UITU700809S0W,"Calzada Sur Cotto 933 Edif. 653 , Depto. 338",Nueva Granada,CHIH,91061,06685272134,jos35@example.org,Tier 1 - Preferred,2018-04-18,2019-04-18,True,
PRV00259,Grupo Mata y Lucio - León,Hospital,Children's Hospital,,CELS6306101X9,"Circuito Norte Armas 877 Edif. 938 , Depto. 907",León,GTO,96922,08598970120,esquibelmagdalena@example.net,Tier 2 - Standard,2017-08-10,2019-08-10,False,4.6
PRV00260,Dr. Salma Velásquez Reséndez,Individual,Internal Medicine,18234068,WOQF601019TEI,Diagonal Sur Irizarry 517 624,Vieja Belarús,TAB,57461,1-513-442-1166x679,citlali32@example.org,Tier 2 - Standard,2023-01-18,2024-01-18,True,
PRV00261,Dr. Abigail Téllez Mondragón,Individual,Oncology,01426778,KAOJ610804D8X,Boulevard Tabasco 362 Interior 579,San Alicia los altos,AGS,64322,1-511-668-3947,,Tier 1 - Preferred,2017-09-17,2018-09-17,True,3.1
PRV00262,Dr. Dulce Escalante Arguello,Individual,Neurology,12291758,GUKF450719F6R,"Periférico Norte Elizondo 397 Edif. 212 , Depto. 384",Vieja Madagascar,TLAX,38133-2531,345-520-8060,maria-josefranco@example.net,Tier 1 - Preferred,2018-03-02,2022-03-01,False,
PRV00263,Ramón y Becerra y Asociados - San Marcos los altos,Clinic,Multi-Specialty Clinic,,VUMV110723QCF,Boulevard Norte Menchaca 082 Interior 121,San Marcos los altos,TAB,09187-6309,(493)407-6826x181,rcolunga@example.com,Tier 2 - Standard,2022-06-24,2026-06-23,True,
PRV00264,"Sisneros, Valladares y Jaime - Nueva Hungría",Clinic,Walk-in Clinic,,TATH130317HVX,"Pasaje Pabón 496 Edif. 286 , Depto. 334",Nueva Hungría,NAY,84704-7297,354.506.6579,fajardooliver@example.net,Tier 1 - Preferred,2023-02-04,2026-02-03,True,4.8
PRV00265,Grupo Hidalgo-Laureano - San María Elena los bajos,Laboratory,Diagnostic Lab,,RIBY740527JSW,"Eje vial Rascón 775 Edif. 116 , Depto. 431",San María Elena los bajos,SON,50239-8245,1-865-262-1090,,Tier 1 - Preferred,2016-07-04,2020-07-03,True,
PRV00266,Club Camarillo-Verdugo - Nueva Kazajstán,Hospital,Specialty Hospital,,PUJC240531RP0,Avenida Tello 026 337,Nueva Kazajstán,GRO,03410,(210)489-9014x28094,lorenzomacias@example.net,Tier 2 - Standard,2019-10-26,2024-10-24,True,4.8
PRV00267,Granados y Covarrubias e Hijos - Vieja Polonia,Clinic,Urgent Care Clinic,,CURC190318P9K,"Avenida Andorra 597 Edif. 526 , Depto. 162",Vieja Polonia,MICH,23854,+77(9)9713720650,angelcedillo@example.net,Tier 2 - Standard,2015-10-14,2016-10-13,True,
PRV00268,Dr. Ilse Paz Urías,Individual,Cardiology,63293354,GOZA290606H1Z,Eje vial Sur Moreno 336 Interior 890,Nueva Mónaco,CHIH,87487,531.928.9195x795,velacarla@example.org,Tier 1 - Preferred,2019-11-07,2022-11-06,True,4.1
PRV00269,Dr. Linda Velásquez Rodríguez,Individual,Orthopedics,18070092,EETU760131P4C,Viaducto Zedillo 010 Interior 794,San Darío los altos,CAMP,91241,456-426-8600,hgastelum@example.net,Tier 1 - Preferred,2021-01-27,2022-01-27,True,3.1
PRV00270,"Laboratorios Tafoya, Naranjo y Jáquez - San Esparta los altos",Clinic,Multi-Specialty Clinic,,AUZM250325KBU,Eje vial Norte Bueno 548 Interior 307,San Esparta los altos,MOR,06702,120-362-6914x166,dulce-maria62@example.org,Tier 2 - Standard,2016-09-11,2020-09-10,True,4.6
PRV00271,Sarabia-Robledo e Hijos - Nueva Singapur,Laboratory,Diagnostic Lab,,HOJI030704X4P,Eje vial Norte Saucedo 057 588,Nueva Singapur,BCS,00530,651-442-9304,,Tier 2 - Standard,2020-04-11,2023-04-11,True,4.9
PRV00272,Dr. Noelia Santana Uribe,Individual,Cardiology,83263343,JOST380704UBC,Cerrada Durango 795 Interior 488,San Juan del Río,QRO,40596,1-939-765-1452,,Tier 1 - Preferred,2015-09-07,2016-09-06,True,
PRV00273,Gallardo y Vallejo e Hijos - San Abraham los bajos,Clinic,Walk-in Clinic,,LEQU160312XYO,Continuación Llamas 933 386,San Abraham los bajos,DGO,78191,(924)386-7609x5366,gallardovanesa@example.com,Out of Network,2021-12-20,2022-12-20,True,
PRV00274,Armendáriz-Prieto - Nueva Santo Tomé y Príncipe,Hospital,Specialty Hospital,,SEST190509UEE,Ampliación Tamez 635 797,Nueva Santo Tomé y Príncipe,MICH,96232-5558,077.229.4828,franciscavillalobos@example.net,Tier 2 - Standard,2015-11-11,2018-11-10,True,4.3
PRV00275,Dr. César Patiño Anguiano,Individual,Gastroenterology,08775108,BISK811023H9W,Pasaje Cepeda 763 Interior 734,Nueva Rumania,AGS,08463,(037)853-7360x6912,aguirreisrael@example.net,Tier 1 - Preferred,2021-05-25,2025-05-24,False,
PRV00276,Dr. Virginia Fierro Almonte,Individual,Family Medicine,21200424,BUHR110316HZW,Ampliación Sur Mendoza 900 817,Guadalajara,JAL,32693,853-632-5015x2958,abigailyanez@example.net,Tier 2 - Standard,2019-12-15,2021-12-14,True,
PRV00277,Elizondo-Carrión S. R.L. de C.V. - Nueva Etiopía,Clinic,Urgent Care Clinic,,WOGO220811BSL,"Cerrada Salazar 439 Edif. 153 , Depto. 333",Nueva Etiopía,CAMP,04030-0175,1-800-797-9928,,Tier 2 - Standard,2023-03-02,2027-03-01,True,3.7
PRV00278,"Laboratorios Laureano, Ponce y Leal - San Adriana los altos",Laboratory,Diagnostic Lab,,XECZ450105PH0,Viaducto Norte Montalvo 535 Interior 254,San Adriana los altos,MICH,69258-7691,(008)499-5716x00860,miguel-angel10@example.org,Tier 1 - Preferred,2017-11-08,2022-11-07,True,
PRV00279,Guerrero-Olivas - San Abril los bajos,Clinic,Walk-in Clinic,,IUCZ050908FKD,Avenida Sanches 565 866,San Abril los bajos,OAX,26617-0709,742-328-0398x13233,cpolanco@example.net,Out of Network,2021-10-05,2022-10-05,False,
PRV00280,Despacho Sauceda y Cavazos - Vieja Armenia,Clinic,Multi-Specialty Clinic,,JEPT120115GMS,"Continuación Norte Gamboa 152 Edif. 473 , Depto. 167",Vieja Armenia,CHIH,73141,+63(3)6121835823,,Tier 2 - Standard,2024-06-06,2025-06-06,True,
PRV00281,Dr. Pamela Gurule Cordero,Individual,Orthopedics,56052711,IEOP760608LU4,Circunvalación San Luis Potosí 243 Interior 233,San Maximiliano los altos,CHIH,91123-3443,143.196.7782x8776,rvanegas@example.net,Out of Network,2024-07-11,2026-07-11,True,3.9
PRV00282,Dr. Vicente Valles Lara,Individual,Rheumatology,19292834,NIGA220308U2Q,Continuación Gambia 478 649,Naucalpan,MEX,56330,+45(8)9918596058,,Tier 2 - Standard,2022-05-07,2026-05-06,True,
PRV00283,Dr. Gloria Pabón Vanegas,Individual,Gastroenterology,68660715,OIJT091030B5X,Andador Veracruz de Ignacio de la Llave 474 053,San Esteban los bajos,COAH,52016-5697,563-138-5816,,Tier 2 - Standard,2023-05-14,2026-05-13,True,4.5
PRV00284,Sánchez-Angulo S.A. - Coatzacoalcos,Clinic,Urgent Care Clinic,,YASZ781013B5D,Cerrada Chiapas 909 Interior 971,Coatzacoalcos,VER,40282-2623,1-148-284-4552,,Tier 2 - Standard,2016-12-17,2020-12-16,True,4.9
PRV00285,"Despacho Escobedo, Molina y Cotto - Vieja Vanuatu",Laboratory,Clinical Laboratory,,DEHW001103N71,"Calzada Filipinas 600 Edif. 467 , Depto. 654",Vieja Vanuatu,BCS,51389,016-210-9846x778,raquelarchuleta@example.com,Out of Network,2017-06-19,2021-06-18,False,3.8
PRV00286,Dr. Beatriz Flórez Bustamante,Individual,Cardiology,96905393,QESR0910186YK,Calle Oaxaca 142 Interior 548,Nueva Filipinas,SIN,22994,210-968-4165,etello@example.net,Tier 2 - Standard,2024-03-17,2026-03-17,True,
PRV00287,Collado e Hijos - San Asunción de la Montaña,Hospital,Women's Hospital,,AEBL2611082FK,Retorno Sur Córdova 523 Interior 192,San Asunción de la Montaña,MOR,15352,1-254-303-0384x74661,hmena@example.com,Tier 2 - Standard,2017-09-28,2022-09-27,True,
PRV00288,Industrias Soto-Guerra - Puebla,Laboratory,Diagnostic Lab,,JUKR270710NJZ,"Eje vial Camboya 919 Edif. 031 , Depto. 753",Puebla,PUE,58663,1-330-590-0903,monicaalcala@example.com,Tier 1 - Preferred,2018-09-11,2021-09-10,False,3.2
PRV00289,Dr. Teodoro Cervantes Briseño,Individual,Oncology,11870825,MIXY590405QPQ,Continuación Orellana 141 697,San Emiliano los bajos,AGS,65480,778-803-2519x10904,zeferinobustamante@example.com,Tier 2 - Standard,2015-11-28,2016-11-27,True,
